IDENTITE_OPERATEUR;CODE_OPERATEUR;SIRET_ACTEUR;RCS_ACTEUR;ADRESSE_COMPLETE_ACTEUR;BESOIN_RES_NUM;DATE_DECLARATION_OPERATEUR
AXE INTERNATIONAL;AXEI;52014880000037;VERSAILLES; 12 AV RENE DUGUAY-TROUIN  78960 VOISINS LE BRETONNEUX   ;0;02/05/2013 00:00
Axialys;AXLY;35321044600046;Nanterre;ENERGY PARK BATIMENT 4 130-190 BOULEVARD DE VERDUN  92413 COURBEVOIE  CEDEX ;1;23/01/2008 00:00
Axione;AXIO;44958654400933;Nanterre; 152 AVENUE PIERRE BROSSOLETTE  92240 MALAKOFF   ;0;20/10/2003 00:00
Axione Limousin;AXLI;48412723800018;Guéret;ZONE D'ACTIVITÉ LA VARENNE RUE JOHANNES GUTENBERG  23000 GUERET  CEDEX ;1;18/11/2005 00:00
Axup by b'com;AXCO;79816066900015;Nîmes; 715 CHEMIN DU CHAI  30900 NIMES   ;0;17/02/2016 00:00
Axxes interactive;AXXS;50489766100014;FORT DE FRANCE;IMMEUBLE CPL ZI DE CALIFORNIE 3 LOTISSEMENT LA TROMPEUSE  97232 LE LAMENTIN   ;0;17/12/2021 00:00
AZ Telecom;AZTL;793396201;Nice; 2 AVENUE BAQUIS  06000 NICE   ;0;17/09/2018 00:00
AZA TELECOM;AZAI;53115147000014;de Paris; 58 AVENUE DE WAGRAM  75017 PARIS   ;0;03/10/2011 00:00
Azalée;IPAR;50964974500015;Evreux; 2247 VOIE DE L'OREE  27100 VAL DE REUIL   ;1;14/01/2009 00:00
Azur consulting;AZCO;81511324600038;Grenoble;LE FORUM SAINT MARTIN 36 RUE DES VINGT TOISES  38950 SAINT-MARTIN-LE-VINOUX   ;1;01/06/2018 00:00
Azur IP;AZIP;80457721100019;Nice; 17 AVENUE FRANCOIS MITTERRAND  06300 NICE   ;0;22/09/2014 00:00
AZYLIS;AZYL;49519932500038;Besançon; 5 RUE GAUTHIER  25530 VERCEL VILLEDIEU LE CAMP   ;0;18/06/2007 00:00
B & B finance;BFIN;44530530300031;Dunkerque; 2 ROUTE DE BERGUES  59210 COUDEKERQUE-BRANCHE   ;1;27/04/2016 00:00
B consulting;BCON;82321511600018;Grenoble; 350 CHEMIN DU PRE NEUF  38350 LA MURE   ;1;28/03/2017 00:00
B2 network;B2NW;79349666200024;Clermont-Ferrand; 15 RUE JEAN CLARET  63000 CLERMONT-FERRAND   ;0;19/08/2023 00:00
B2YOU S.R.L.;B2YO; ;13450720159 MILANO; VIALE COL DI LANA, 12  20136 MILANO   ITALIE;0;14/06/2010 00:00
Bazile;BAZI;48466143400023;Aix;PARC DU GOLF 11 B RUE GUILIBERT DE LA LAUZIÈRE CS80483 13592 AIX EN PROVENCE  CEDEX 3 ;1;11/02/2009 00:00
BBS;BBSI;39903642500078;CHARTRES; 5 RUE FACEL VEGA  28100 DREUX   ;1;05/07/2013 00:00
BD MULTI-MEDIA;BDMA;33451756200016;Paris; 16 CITE JOLY  75011 PARIS   ;1;17/11/2004 00:00
Be2be telecom;BE2B;79006627800017;Nanterre; 5 RUE DU 4 SEPTEMBRE  92500 RUEIL-MALMAISON   ;0;07/07/2019 00:00
Bee Technology;BEET;50771536500015;Saint Denis;STE CLOTILDE 43 RUE DES JACINTHES  97490 ST DENIS   ;1;09/01/2009 00:00
BELGACOM INTERNATIONAL CARRIER SERVICES FRANCE SAS;SWIS;42258828500011;Paris; 3 RUE DU COLONEL MOLL  75017 PARIS   ;0;15/10/1999 00:00
Bell vision;BELL;41291216400040;SAINT-NAZAIRE; 39 RUE DE LA FONDELINE  44600 SAINT -NAZAIRE   ;0;16/11/2012 00:00
Berry fibre optique;BEFO;82354559500022;Bourges; 6 RUE MAURICE ROY  18000 BOURGES   ;0;24/11/2016 00:00
BERRY THD;BTHD;893273524;Bourges; 39 AVENUE JEAN JAURES  18100 VIERZON   ;0;18/03/2021 00:00
Bersam telephone;BERS;35072041300045;Avignon;ATELIER 14 - LOTISSEMENT BAIGNE PIEDS 185 RUE DES JONCS DES BOIS  84000 AVIGNON   ;0;06/06/2017 00:00
Bet Shore;BTSH; ;Registre du Maroc 4263;CHEZ MARKETING CALL CENTER 98 AVENUE AMIR FAL OULD OUMEIR  10080 RABAT   MAROC;0;24/08/2021 00:00
BFC fibre;BFCF;82450055700023;Dijon; 7 RUE JOLIET  21000 DIJON   ;0;18/04/2018 00:00
BG-Consulting;BGCO;92036689500018;Montpellier; 24 RUE DE LA CADOULE  34740 VENDARGUES   ;0;09/11/2022 00:00
BICS;BICS; ;BE0866977981; RUE J. LEBEAU 4  1000 BRUXELLES   BELGIQUE;1;18/03/2016 00:00
Bin call;BNCL;91985322600018;Paris; 60 RUE FRANCOIS 1ER  75008 PARIS 8   ;1;10/04/2023 00:00
Bits brothers;BIBR;79769201900012;Paris; 53 RUE CLAUDE TERRASSE  75016 PARIS   ;1;11/06/2018 00:00
BJT Partners;BJTP;48023421000031;Paris; 50 B RUE MAURICE ARNOUX  92120 MONTROUGE   ;1;27/03/2006 00:00
Bluecom;BLOM;40996669400047;Brest; 305 RUE JURIEN DE LA GRAVIERE  29200 BREST   ;0;29/07/2016 00:00
Blue-Infra;BLUE;79791440500023;Le Mans; 163 RUE DU CANAL  27500 PONT-AUDEMER   ;0;04/11/2013 00:00
Bon communication systeme;BCMS;34783943300062;Lyon; 21 BIS RUE DES FRERES LUMIERE  69680 CHASSIEU   ;0;14/03/2022 00:00
Bouchecousue;BCCS;51898103000027;Paris; 11 RUE MARSOLLIER  75002 PARIS   ;0;17/05/2022 00:00
Bouygues E&S FM France;EXMM;38176203800325;VERSAILLES; 19 RUE STEPHENSON  78180 MONTIGNY-LE-BRETONNEUX   ;0;19/07/2012 00:00
Bouygues Telecom;BOUY;39748093003464;Paris;LE TECHNOPÔLE 13-15 AVENUE DU MARÉCHAL JUIN  92360 MEUDON  CEDEX ;1;08/12/1994 00:00
Bouygues Telecom Business - Distribution;NRJ;42171389200030;Paris; 6 PLACE ABEL GANCE  92100 BOULOGNE-BILLANCOURT  CEDEX ;1;11/02/2005 00:00
Boyau Mathieu;VRSN;44993866100021;Bourges; 11 RUE SALVADOR ALLENDE  18500 FOECY   ;0;06/06/2022 00:00
Bretagne Telecom;BRET;48340062800028;Rennes;ZI DE BELLEVUE RUE BLAISE PASCAL  35220 CHATEAUBOURG   ;1;03/04/2006 00:00
Broadsoft Germany GmbH;BRGE; ;80257 Düsseldorf; LOTHRINGERSTR. 56  50677 KÖLN NORDRHEIN-WESTFALEN  ALLEMAGNE;0;11/05/2023 00:00
BSC system;BSCS;80900996200022;Gonesse; 17 RUE GAY LUSSAC  95500 GONESSE   ;0;17/06/2021 00:00
BSG Estonia OU;BSGE; ;Tallinn, Estonia. Register code 12974765;HARJU MAAKOND 25-47 PAE  11414 TALLINN   ESTONIE;1;27/07/2021 00:00
BSO NETWORK SOLUTIONS;BSOC;45245658500051;Paris; 4 AVENUE PABLO PICASSO  92000 NANTERRE   ;0;27/09/2006 00:00
BT France;BTSI;70203214500162;Nanterre;TOUR ARIANE 5 PLACE DE LA PYRAMIDE BP 22 92088 PARIS LA DEFENSE  CEDEX ;1;20/11/2006 00:00
Bull SAS;BLLS;64205873900839;Versailles; 68 AV JEAN JAURES  78340 LES CLAYES-SOUS-BOIS   ;0;10/11/2021 00:00
Bureau Copie System;BCSY;32831979300035;Melun; 53 SAINT-MERRY  77300 FONTAINEBLEAU   ;0;22/09/2022 00:00
Bureaux evolution;BUEV;41494895000053;Foix;ZA GABRIELAT RUE DU CRIEU  09100 PAMIERS   ;0;27/02/2020 00:00
Burotec 40;BR40;50137916800021;MONT DE MARSAN;ZI MAMOURA 327 ALL DE MAMOURA  40090 SAINT-AVIT   ;0;01/03/2023 00:00
Business telecom;BUTE;75164738900012;Perpignan; 5 RUE DU MOULINAS  66330 CABESTANY   ;0;05/03/2020 00:00
Buzzee telecom;BZZT;90913138500017;Nanterre; 1-7 COURS VALMY  92800 PUTEAUX   ;0;28/02/2022 00:00
C&C medias telecom;CCMT;83230807600013;CASTRES; 577 AVENUE DES TERRES NOIRES  81370 SAINT SULPICE LA POINTE   ;0;07/11/2019 00:00
C2IP;C2IP;44960064200036;Chalon sur Saône; 4 RUE DES FOSSES  71390 BUXY   ;0;07/10/2009 00:00
Calade technologies;CALA;47871576600042;Marseille;POLE MEDIA 37 RUE GUIBAL  13003 MARSEILLE   ;1;27/08/2014 00:00
Call factory Ltd;CFRY; ;Registre de Sofia 201938261;2 PRESPA STREET    1000 SOFIA   BULGARIE;1;14/01/2020 00:00
Callink;CLNK;82758348500038;Perpignan; 188 RUE EUCLIDE  34000 MONTPELLIER   ;0;13/02/2023 00:00
Callvalue;AVMM;49063031600035;LYON;IMMEUBLE LE RIVER SIDE 45 AVENUE LECLERC  69007 LYON   ;0;01/09/2006 00:00
Canal+ Telecom;MIAS;35155579200214;Pointe à Pitre; ZAC DE MOUDONG CENTRE  97122 BAIE-MAHAULT   ;1;21/01/2003 00:00
Cantoo;CNTO;90999680300013;Cahors; 245 MAS DE LAROQUE  46140 CAILLAC   ;1;02/03/2022 00:00
Capacom;CPOM;53917951500025;Paris; 41 BOULEVARD DES CAPUCINES  75002 PARIS   ;1;26/01/2012 00:00
CAPAIX CONNECTIC;CAPA;50904652000011;Aix; 163 QUAI DU DOCTEUR DERVAUX  92601 ASNIÈRES-SUR-SEINE  CEDEX ;0;05/01/2009 00:00
CAPS TRES HAUT DEBIT;CAPS;52919337700015;EVRY;PARC ORSAY UNIVERSITE 2 RUE JEAN ROSTAND  91893 ORSAY  CEDEX ;0;22/06/2011 00:00
Caraibes telecom;CATL;38847052800026;Pointe-à-Pitre;IMMEUBLE COLORADO ZAC MOUDONG CENTRE  97122 BAIE MAHAULT   ;0;08/09/2022 00:00
Carrier2;CRR2; ;341595500 Amsterdam ; NIEUWE HEMWEG 26  1013 CX AMSTERDAM   PAYS-BAS;1;24/11/2022 00:00
Cartridg'eco;CRTD;49339983600029;BOBIGNY; 35 AVENUE DUMONT  93600 AULNAY SOUS BOIS   ;0;07/09/2021 00:00
CAT;AKEO;40192385900011;EVREUX; 66 GRANDE RUE  27940 PORT-MORT   ;1;17/10/2013 00:00
Caux telecom;CAUX;81810676700010;Rouen; 955 RUE DES RENARDS  76190 SAINTE-MARIE-DES-CHAMPS   ;0;14/04/2017 00:00
CB informatique;CBIN;33005754800035;Meaux;PARC DE LA HAUTE MAISON 6 ALLEE KEPLER  77420 CHAMPS-SUR-MARNE   ;0;01/03/2023 00:00
CB Tel;CBTE;83284872500012;Dijon; 20 ROUTE DE BEAUNE  21340 LA ROCHEPOT   ;0;19/04/2018 00:00
CC MEDIA;CCMD;39462315100047;Marseille; 25 RUE SAINTE  13001 MARSEILLE   ;0;19/05/2005 00:00
CDA;CDAC;78927037800027;Marseille; 12 BOULEVARD D'ATHENES  13001 MARSEILLE   ;1;05/05/2017 00:00
CDK global (France) SAS;CDKG;57215989500075;Paris;LE VISALTO 8 BOULEVARD D'INDOCHINE  75019 PARIS   ;0;16/04/2018 00:00
CDX Telecom;CDXT;79782829000016;Meaux; 1 RUE ALBERT EINSTEIN  77420 CHAMPS SUR MARNE   ;1;14/05/2014 00:00
Cegedim IT;CGIT;79017306600016;Nanterre; 137 RUE D AGUESSEAU  92100 BOULOGNE BILLANCOURT   ;0;05/02/2015 00:00
Celaho;CELH;80429242300014;Bourg-en-Bresse;LES FENIERES BAT B 110 ALLEE DES LILAS  01150 SAINT VULBAS   ;0;24/02/2023 00:00
Celeonet;CLEO;45073474400078;Créteil; 43 AVENUE LOUIS LUC  94600 CHOISY-LE-ROI   ;1;17/11/2020 00:00
Celeste;ADSL;43990583700027;Meaux; 20 RUE ALBERT EINSTEIN  77420 CHAMPS SUR MARNE   ;1;08/03/2006 00:00
Cellhire (France);CEHI;41529171500076;Nanterre; 22 QUAI GALLIENI  92150 SURESNES   ;1;15/11/2017 00:00
Celya;CELY;38458582400053;Nantes; 298 ROUTE DE VANNES  44700 ORVAULT   ;1;15/10/2009 00:00
Central Com Entreprise;CCEE;50538793600014;Rennes;ANGLE RUE JEAN MONNET 2 RUE DE LA VIEILLE VILLE BP 60215 35600 REDON   ;0;09/05/2019 00:00
Centre ouest antennes;CEOA;33916785000066;LA ROCHELLE; 14 RUE MARCO POLO  17440 AYTRE   ;0;22/03/2022 00:00
Cesept;CSPT;83768324200015;Créteil; 13 AVENUE DE LA DIVISION LECLERC  94230 CACHAN   ;0;27/07/2021 00:00
CETSI;CETS;33795869800108;Nanterre;ENTREE 105 93 RUE VEUVE LACROIX  92000 NANTERRE   ;0;30/08/2006 00:00
Champagne reprographie;CHMP;48208802800014;Reims; 6 BIS RUE DE L INDUSTRIE  51350 CORMONTREUIL   ;0;28/02/2023 00:00
Charente-Maritime Très Haut Débit;CMTD;82450057300020;La Rochelle; 24/28 AVENUE LOUIS LUMIERE  17180 PERIGNY   ;0;07/03/2018 00:00
Chartres métropole innovations numériques;CMIN;81538948100012;Chartres;HOTEL DE VILLE PLACE DES HALLES  28000 CHARTRES   ;0;28/12/2015 00:00
China Telecom (France) Limited;CTFL;79432875700032;Nanterre; 88 BOULEVARD GALLIENI  92130 ISSY LES MOULINEAUX   ;1;23/09/2013 00:00
CIEL TELECOM;CITE;47851505900051;Le Mans; 4 RUE DU DAHOMEY  75011 PARIS   ;0;26/07/2021 00:00
CIM informatique;CIMI;41908172400025;LE PUY-EN-VELAY;ZA TAULHAC 286 RUE JEAN BRENAS  43000 LE PUY-EN-VELAY   ;0;21/06/2023 00:00
Cisco international Limited;CSCO; ;06640658 London;MIDDLESEX 9-11 NEW SQUARE BEDFONT LAKES  TW14 8HA FELTHAM   ROYAUME-UNI;0;15/05/2023 00:00
CityFast;MIRO;84393469600017;Paris; 59 AVENUE PIERRE MENDES FRANCE  75013 PARIS   ;0;30/11/2018 00:00
claireLOGIC Corporate Ltd;CLGC; ;7604951 UK Company Registered with Companies House;VINEYARD 11 THE CHAMBERS  OX14 3PX ABINGDON   ROYAUME-UNI;1;24/07/2023 00:00
Clem com LTD;CLOM; ;20431/4249; 3 RUE SEBASTOPOL  00230 PORT LOUIS   MAURICE;1;16/01/2019 00:00
Cloud SI;CLDS;84505962500028;Valenciennes; 39 RUE PASTEUR  59282 DOUCHY LES MINES   ;0;10/06/2022 00:00
Cloud telecom;CLTE;89081109400014;Bobigny; 12-34 RUE DES CHARDONNERETS BP 59424 93290 TREMBLAY EN FRANCE  ROISSY CDG CEDEX ;1;12/11/2020 00:00
CLOUD-IT;CLIT;75356350100018;ARRAS;CENTRE FLEMING AVENUE FLEMING  62400 BETHUNE   ;0;15/04/2013 00:00
Cloudtalk s.r.o.;CLLK; ;46 817 832 Slovaquie; TALLEROVA 4  811 02 BRATISLAVA I   SLOVAQUIE;1;25/11/2022 00:00
CM Telecom France;CMTF;80294671500025;Paris; 26 RUE DE LONDRES  75009 PARIS   ;1;26/06/2014 00:00
CMRP;CMRP;45147034800017;Versailles; 5 RUE DU CHANT DES OISEAUX  78360 MONTESSON   ;1;14/10/2008 00:00
Codepi;CDPI;42268258300030;Bobigny; 261 RUE DE PARIS  93100 MONTREUIL   ;1;07/01/2008 00:00
Colibriwithus;COLI;48060789400031;Nanterre;174 BUREAUX DE LA COLLINE 1 RUE ROYALE  92213 ST CLOUD  CEDEX ;0;14/06/2006 00:00
Collectivité de Saint-Barthélémy;CSBY;21971123100072; ;LA POINTE GUSTAVIA RUE DE PITEA BP113 97133 SAINT BARTHELEMY   ;0;30/04/2019 00:00
Colombia;COLO;37807761400030;Créteil; 32 AVENUE OUDINOT  94340 JOINVILLE-LE-PONT   ;0;24/10/2020 00:00
Color telecom;MIXW;52505361700037;PARIS; 59 RUE DES PETITS CHAMPS  75001 PARIS   ;1;13/03/2018 00:00
Colt technology services;COLT;40262883800136;Nanterre; 23 RUE PIERRE VALETTE  92247 MALAKOFF  CEDEX ;1;12/12/1996 00:00
Com network;COMK;48093736600023;Aix-en-Provence;DOMAINE DE TOURILLON RUE DENIS PAPIN  13857 AIX-EN-PROVENCE  CEDEX 3 ;0;29/03/2018 00:00
Com Unic;COUC;47756206000038;Annecy;SEYNOD 47 AVENUE DU VAL VERT  74000 ANNECY   ;0;10/11/2017 00:00
Comcable;COMC;38284094000177;Paris; 5 BIS RUE DU PETIT ROBINSON  78350 JOUY-EN-JOSAS   ;1;27/10/2008 00:00
COMEVA;COME;79414563100014;CHATEAUROUX;ZA LES CHAMPS DU BOIS 9 RUE LOUIS MALBÈTE  36130 DEOLS   ;0;12/09/2013 00:00
Comin desk;COSK;79201298100025;Créteil; 47 ROUTE DU PLESSIS TREVISE  94430 CHENNEVIERES SUR MARNE   ;0;14/06/2016 00:00
Comlink;COML;80765443900023;Arras; 184 RUE DU VIEUX CHATEAU  62220 CARVIN   ;0;05/07/2017 00:00
ComMeeTT;CMTT;90788052000016;CAEN; 14 RUE ALFRED KASTLER  14000 CAEN   ;1;17/05/2022 00:00
Communauté de communes du Pays de Bitche;CCPB;20006944100018; ; 4 RUE DU GENERAL STUHL BP 80043 57232 BITCHE   ;0;31/01/2017 00:00
Communication network managed;CNMD;81806110300011;Nîmes; 46 ROUTE DE NIMES  30540 MILHAUD   ;0;11/07/2016 00:00
ComNot;COMN;84100606700018;Lyon; 15 CHEMIN DES HIRONDELLES  69570 DARDILLY   ;0;17/08/2018 00:00
Compatel Limited;CLIM; ;7456831;FIRST FLOOR 85 GREAT PORTLAND STREET  W1W 7LT LONDON   ROYAUME-UNI;1;15/02/2011 00:00
Completel;COMP;41829969900417;NANTERRE;ALTICE CAMPUS 16 RUE GENERAL ALAIN DE BOISSIEU  75015 PARIS   ;1;17/11/1998 00:00
Comptoir normand de téléphonie;CNDT;38981514300018;Le Havre; 17/21 QUAI NOTRE DAME  76600 LE HAVRE   ;0;24/01/2019 00:00
Compugroup medical France;CGMF;479076929;Nanterre; 55 AV DES CHAMPS PIERREUX  92012 NANTERRE  CEDEX ;0;10/09/2015 00:00
Computer finance;CFIN;80336327400017;Meaux;PARC D'ENTREPRISES VAL D'EUROPE 4 BOULEVARD MICHAEL FARADAY  77716 MARNE LA VALLEE  4 ;0;09/10/2014 00:00
Comunik CRM;COCR;80349299000012;Versailles; 6 AVENUE HASSEN IBN NOOMAN EL MENZAH  2091 ARIANA   TUNISIE;1;18/01/2018 00:00
Conexio telecom;CXTM;82467981500038;Béziers;LE TRIANGLE 385 BOULEVARD ROBERT KOCH  34500 BEZIERS   ;0;05/12/2019 00:00
Connect 76;CNCT;83432933600012;Bobigny;CAMPUS SFR 12 RUE JEAN PHILIPPE RAMEAU CS 8001 93634 LA PLAINE SAINT DENIS CEDEX   ;0;01/02/2018 00:00
Connect managed services (UK) Limited;CMSU; ;2557464; 90 FENCHURCH STREET  EC3M 4BY LONDON   ROYAUME-UNI;1;23/08/2022 00:00
Connectics;CTCS;89509051200016;Perpignan; 600 RUE FELIX TROMBE  66100 PERPIGNAN   ;1;18/05/2021 00:00
Connexing;CNXG;510819402;Nantes; 13 RUE DE LA RABOTIERE  44800 SAINT HERBLAIN   ;0;13/12/2022 00:00
Connexio;CXIO;80968553000036;Versailles; 22 RUE DES BOIS  78490 GALLUIS   ;0;16/09/2020 00:00
Conseil télecom et réseaux;CTRC;75053655900024;Besancon; 40B RUE DES FRERES CHAFFANJON  25000 BESANCON   ;0;22/03/2018 00:00
Consultic;CONS; ;BE 0679764617; RUE CRONOS 5  7110 HOUDENG-GOEGNIES   BELGIQUE;0;13/01/2023 00:00
Content Guru Ltd;CORU; ;05653869 England;EASTERN ROAD RADIUS COURT  RG12 2UP BRACKNELL   ROYAUME-UNI;0;06/09/2023 00:00
Convergence internet protocole engeneering;CIPE;51867644000010;Paris; 18-20 RUE CLAUDE TILLIER  75012 PARIS   ;0;12/07/2017 00:00
Cool telecom;CLTL;88518118000021;Paris; 50 RUE SAINT BLAISE  75020 PARIS   ;1;14/10/2021 00:00
Copwell ;COPW;43235433000040;Bobigny; 100 AVENUE DU GENERAL LECLERC  93500 PANTIN   ;0;27/06/2017 00:00
Coriolis telecom SAS;CORI;41973574100300;Nanterre; 2 RUE DU CAPITAINE SCOTT  75015 PARIS   ;1;30/06/2006 00:00
Corsica fibra;CORF;84405250600020;Paris; 124 BOULEVARD DE VERDUN  92400 COURBEVOIE   ;0;28/12/2018 00:00
Covage;AXAF;47928149500040;Nanterre;IMMEUBLE CRISCO UNO 3-5-7 AVENUE DE LA CRISTALLERIE  92310 SEVRES   ;0;07/01/2005 00:00
Covage Haute-Savoie;TUHS;79862675000029;Annecy; 32 RUE GUSTAVE EIFFEL SEYNOD  74600 ANNECY   ;0;02/02/2016 00:00
Covage Infra;AUXO;89456543100018;Evreux; 2247 VOIE DE L OREE  27100 VAL DE REUIL   ;0;14/12/2021 00:00
Covage Networks;COVA;50809492700029;Nanterre;IMMEUBLE CRISCO UNO 3-5-7 AVENUE DE LA CRISTALLERIE  92310 SEVRES   ;0;26/09/2008 00:00
CPRT (COMMERCIALISATION DE PRODUITS RESEAUX TELECOM);CPRT;48045363800011;Bobigny; 8 RUE RIGOLLET  93700 DRANCY   ;0;02/07/2010 00:00
CRH;CRHH;75036654400062;Créteil; 20 RUE DU PONT DES HALLES  94516 RUNGIS  CEDEX ;1;21/04/2016 00:00
CT hub;CTHU;85168228600014;Paris; 128 RUE LA BOETIE  75008 PARIS   ;1;16/07/2019 00:00
Cteky;CTEK;53164863200010;Saint-Malo; 22 BIS GRANDE RUE  22750 SAINT-JACUT-DE-LA-MER   ;1;27/09/2018 00:00
CTS COMPUTERS AND TELECOMMUNICATIONS SYSTEMS;CTSC;37849907300047;Bobigny; 130 AVENUE DU PRESIDENT WILSON  93512 MONTREUIL  CEDEX ;0;12/09/2007 00:00
CTV;CTV8;34014010200039;LA ROCHE-SUR-YON;PARC D'ACTIVITES BEAUPUY 3-MOUILLERON-  BP 107 85003 LA ROCHE-SUR-YON  CEDEX ;0;24/04/2013 00:00
CUBE;CUBE;44055413700032;Creteil; 12 RUE EMILE RASPAIL  94110 ARCUEIL   ;0;15/09/2011 00:00
Cubic telecom France;CTFR;81277309100010;Paris;LEVEL 5 VUITON 101 AVENUE DES CHAMPS ELYSEES  75008 PARIS  PARIS 08 ;1;07/03/2016 00:00
Cyberxl;CBXL;90404919400015;La Rochelle; 117 AVENUE DENFERT ROCHEREAU  17000 LA ROCHELLE   ;0;04/08/2023 00:00
Cyd-solutions;CYDS;43904774700043;Boulogne-sur-Mer; 53 RUE JEAN LEGRAND  62360 LA CAPELLE-LES-BOULOGNE   ;1;19/12/2018 00:00
D.One;DONE;79458860800040;Nancy; 16 RUE DE MALZEVILLE  54130 DOMMARTEMONT   ;0;13/01/2023 00:00
Dami Drôme Ardèche micro informatique;DAMI;44433396700016;Aubenas;PARC CHAMPAGNE   07300 TOURNON-SUR-RHONE   ;0;20/12/2019 00:00
Daotec ltd;DAOT; ;4296038; 145-147 ST JOHN STREET  EC1V4PY LONDRES   ROYAUME-UNI;0;25/09/2018 00:00
Dashperf;DSPF;94994691700018;Rodez; 5 RUE PAVEE  12110 CRANSAC   ;0;31/03/2023 00:00
Data consulting international;DCID;83819537800024;Paris; 88 BIS BOULEVARD NEY  75018 PARIS   ;1;14/10/2020 00:00
Data-It;DAIT;81392809000014;Lille Métropole; 123 RUE DE CONDE BP 446 59021 LILLE  CEDEX ;0;25/02/2020 00:00
Dataxion;DTXN;53498961100031;Nanterre; 199 BUREAU DE LA COLLINE  92210 SAINT CLOUD   ;0;24/06/2020 00:00
Dauphin telecom;DAUF;41996401000062;Basse Terre;MARIGOT 12 RUE DE LA REPUBLIQUE  97150 SAINT-MARTIN   ;1;12/12/2002 00:00
DB systel GmbH;DBSY; ;252204770 Allemagne; 1 JUERGEN PONTO PLATZ   60329 FRANKFURT AM MAIN   ALLEMAGNE;0;30/11/2018 00:00
DEBITEX TELECOM;DETE;51413979900043;Nanterre; 124 BOULEVARD DE VERDUN  92400 COURBEVOIE   ;0;10/03/2010 00:00
Debug informatique;DBGQ;49197509000078;Lllle métropole; 1 RUE DES MEUNIERS  59320 HALLENNES LEZ HAUBOURDIN   ;1;27/05/2020 00:00
Délégation générale numérique;DGNU;91361291700017;Paris; 45 RUE D'ULM  75005 PARIS   ;0;11/07/2022 00:00
Delta core;DLTC;89852646200012;Vienne; 42 RUE VICTOR HUGO  38200 VIENNE   ;0;31/01/2022 00:00
Delta telecom;DEOM;82971561400014;Marseille; 1 AVENUE DE FUVEAU  13013 MARSEILLE   ;0;14/06/2017 00:00
Denaroo;DENA;49783031500014;PARIS; 155 RUE DU FAUBOURG SAINT-DENIS  75010 PARIS   ;0;06/11/2012 00:00
Département de l'Isère;CG38;22380001200658;Grenoble;HOTEL DU DEPARTEMENT 7 RUE FANTIN LATOUR BP 1096 38022 GRENOBLE  CEDEX 1 ;1;06/01/2014 00:00
Destiny France Partenaires;OPEN;48285833900062;Nanterre; 37 RUE DE NEUILLY  92110 CLICHY   ;1;25/08/2006 00:00
Destiny global infra services;DGIS; ;0663965691 Bruxelles, Belgique; EXCELSIORLAAN 89  1930 ZAVENTEM   BELGIQUE;1;24/05/2023 00:00
DG conseil;DGCO;82175381100016;Marseille; 58 CHEMIN DES PRUD'HOMMES  13010 MARSEILLE   ;0;18/02/2019 00:00
DGS G-live services event;DGSG;88270368900027;ANGERS; 4 RUE DES ROQUETTES  49500 SEGRE EN ANJOU BLEU   ;0;22/11/2021 00:00
Diabolocom SAS;DIAB;48265240100035;NANTERRE; 18-20 RUE DE LA PAIX  75002 PARIS   ;1;09/07/2008 00:00
Dial once France;ONCE;81443110200049;Paris; 20 RUE THERESE  75001 PARIS   ;1;14/12/2022 00:00
Diallog;DLLG;94846067000011;Paris; 60 RUE FRANCOIS 1ER  75008 PARIS   ;0;29/03/2023 00:00
Dialotel;DIAL;52190319500019;Nanterre; 183 AVENUE ACHILLE PERETTI  92200 NEUILLY-SUR-SEINE   ;1;24/01/2017 00:00
Dialpad Inc.;DLPD; ;n° 3570689 incorporated and registered in the State of Delaware, United States;SUITE 400A 3001 BISHOP DRIVE  94583 SAN RAMON CA  ETATS-UNIS;1;03/10/2022 00:00
Dialtech;DLTH; ;12920110;COVENT GARDEN 71-75 SHELTON STREET  WC2H 9JQ LONDON   ROYAUME-UNI;0;27/09/2022 00:00
DIATEM;DIAT;44335598700035;Strasbourg;ESPACE EUROPEEN DE L ENTREPRISE 2 RUE DE DUBLIN  67300 SCHILTIGHEIM   ;0;04/04/2006 00:00
Did logic pte Ltd;DLPL; ;201813377H; 176 JOO CHIAT ROAD  427447 SINGAPOUR   SINGAPOUR;1;02/11/2022 00:00
Diday;DDAY;85188517800034;Paris; 65 BD DE SEBASTOPOL  75001 PARIS   ;0;09/03/2023 00:00
DIDWW Ireland Limited;DIDW; ;473521;MALAHIDE 11 THE HAVEN  K36 R983 CO. DUBLIN   IRLANDE;1;20/10/2009 00:00
DidXL B.V.;DDXL; ;014116763 Nijkerk, Pays-Bas; BRAMENHOF 9  3862WR NIJKERK   PAYS-BAS;1;29/06/2023 00:00
Digicall;DGLL;79349653000015;Toulouse; 7 RUE MOQUIN TANDON  31500 TOULOUSE   ;0;17/09/2018 00:00
Digicel Antilles Françaises Guyane;BUYC;43141628800022;Fort-de-France; OASIS - QUARTIER BOIS ROUGE  97224 DUCOS   ;1;19/07/2001 00:00
Digiclick CRM;DCLK;83493707000029;Paris;BOITE 24 60 BOULEVARD DE MAGENTA  75010 PARIS   ;0;25/10/2021 00:00
Digidoc;DGDC;83971625500014;Nanterre; 144 AVENUE CAHRLES DE GAULLE  92200 NEUILLY-SUR-SEINE   ;0;24/06/2022 00:00
